cut,page,action,dialogue,se,time,characters,confidence,notes
96,page_036.png,Dア リフレイン,What can I do for you?,,,,medium,time欄丸囲み『4+12』の可能性あり(判読困難)
97,page_037.png,T.B. 引き,Go on! Go on!!,,1,,medium,ステージ上のキャラ。ダイアログ『Go on!』はセリフ扱い
98,page_037.png,リップフラップ,,,,,low,98はこのコマとPAN UPのコマ（縦棒/番号なし）にまたがる。dialogue欄の『飲み込めもきみと』『FLY』等は歌詞と思われるが判読困難で要確認。PAN UPのコマは98の続き
99,page_037.png,PAN UP / T.B.,,,3,,low,背景は対策局会議室風。dialogue欄は歌詞の続きと思われるが判読困難。action欄に『曲こわれ』(オレンジ)のメモあり。time欄は丸囲み③が2つ見えるが99の尺として3秒と判断
100,page_038.png,ステージ上、こちらの車内点灯。商品券の入った封筒を差し出しているマスター。（次コマ続き）マスターを受けとり）,,,2,,medium,コマ0は丸囲み『100』で新カット。コマ1は縦棒(継続)のため統合。time欄の丸②はこのカット範囲の尺
101,page_038.png,モニターに97点台の二人静を映す。その前にいるマスターと二人静。店内の広々スペースに商品券を見せつける。,「おお！ 本当に貰えたのじゃ！,,3,二人静,medium,コマ2が丸囲み『101』。コマ3は番号欄空白のため継続として統合。dialogue欄の『おお！』『本当に貰えたのじゃ！』はセリフ。time欄の丸③はこのカット範囲の尺
102,page_038.png,店内スタッフと二人静、拍手して。（左後方）はしゃいでいる星崎 / スッと女子日、飲杯?ん,（佐々木）「わあ！ すごいですね！ / ？,,5,星崎、佐々木,low,丸囲み『102』。dialogue欄の話者名は丸囲みだが読み取り不確実、action欄の『星崎』は確認。セリフ話者は要確認 ｜ ページ最初のコマは scene欄に丸囲み番号なし＝前ページ最後のカット102の続き。action・dialogueとも手書き崩れ強く要確認。dialog話者は丸囲み『佐々木』らしき記載
103,page_039.png,PAN↓ / マイクシンにうつる曲? / 効カ ステーラトに オーバーライト＋ジェイ処理,暖昧カール / life is,,6+12,,low,picture欄はタイトルロゴ風の『暖昧カ…』。dialog欄の『life is』は歌詞と思われる。action欄の演出用語は判読困難で要確認
104,page_039.png,ステージ上、照れつつも頑張って歌う星崎 / PAN UP,wonder,,4,星崎,medium,104は下2コマにまたがる1カット。上コマがステージ上のバストショット、下コマがPAN UPで全身。dialog欄は歌詞『wonder』の続き。action欄の人名は『星崎』と判読(要確認)
105,page_040.png,姉、手拍子してる3人。二人静立ちよって ノリノリ,（AとD前の前春）一同「いえ～い!!」,,2+13,二人静,medium,action・dialogue欄とも手書きの崩れが強く一部推定。『AとD前の前春』は要確認
106,page_040.png,星崎 顔上げて,あ(せせ) 暖味な？,,1+6,星崎,low,106は2コマにまたがる(星崎アップ→顔上げるアップ)。dialogueの読みは不確実、要確認
107,page_040.png,PANに合せて 前のライト大きく 動かして下… PAN T.B.,距離感で どうしよう、どうしたい？って misty days,,3+12,,medium,picture内に『misty days』の書き込みあり。台詞と重なり要確認
108,page_041.png,魂)（PAN UP）,ときめいて強がって,,3+12,,medium,コマ0〜2が108（丸囲み108）。action欄冒頭の崩し字は『魂』か要確認。コマ1にPAN UP指示。timeはコマ2のsec欄『3+12』
109,page_041.png,佐々木 手拍子してる 佐々木,ハッとしてパニックン,,4+12,佐々木,low,action欄『佐々木 手拍子してる 佐々木』と読めるが崩れており要確認。dialogueは『ハッとして／パニッ／ク。』の流れ。timeはコマ3のsec欄『4+12』
110,page_041.png,見えている物の 佐々木を PAN⑦,ドキドキがハレちゃう、キニに,,,佐々木,low,コマ4〜7が110。action欄『見しているもの 佐々木を PAN⑦』（PANのあと丸数字7か）。dialogueは前カットからの続きの台詞『ドキドキがハレちゃう、キニに』。最下段のバツ印(OL?)確認要
111,page_042.png,"ファースト
目所",曖昧じゃ,,,,medium,action欄の崩し字は判読困難、要確認
112,page_042.png,"歌う

PAN UP",大胆にいけない あたりまえに one-way-love 恋の途中は いつも,,7,,medium,112のコマとPAN UP付きのコマは番号欄が続き(縦棒/空白)のため直前カットに統合。dialog冒頭の『2』は歌詞番号のためセリフから除外
113,page_042.png,スクリーンの歌詞,ココロと,,46,,medium,picture内の『ココロと』はスクリーン上の歌詞。dialog『JJDと』は崩し字で要確認
114,page_042.png,見開.,カラダが,,,,medium,dialog冒頭の『2』は歌詞番号のためセリフから除外
115,page_043.png,ノリノリの二静。台りのチ入れる,（今日白）,,,二人静,low,action・dialogue共に手書き崩れで判読困難。dialogueは『(今日白)』と読めるが要確認
116,page_043.png,ステージに 尋所 T.B. PAN,反比例 かた,,,,low,action崩れ大。カメラ指示 T.B./PANは確認できる。dialogueも判読困難、要確認
117,page_043.png,何か。,し 暖昧,,,,low,116からのPAN T.B.が跨る。dialogue『暖昧』は前カットからの続き書き込みの可能性。全体に判読困難で要確認
118,page_043.png,T.B.,ガール こわこ,,,,low,time欄にサイン(丸囲みサイン)あり。dialogue判読困難で要確認。scene欄拡大にも118を確認
119,page_044.png,店内の看板,,,4,,medium,看板に『カラオケ シンフォル』風の文字。picture欄の看板文字は判読困難
120,page_044.png,動戻って。マイクを差し出す二人静。兄の事務所は高○○万を手にしている。PAN UP,「アナル、僕らは、ち 歌わせるんで。お主も一曲」,,4+12,二人静,low,複数コマにまたがる(コマ2〜4を統合)。dialogue冒頭の崩し字が判読困難、要確認
121,page_044.png,乾杯するカルテット。次で、○ス甲クスオーを飲んでたり。PAN○,「いる間○は…」「この流れで歌えるのは、ラじきワレピートリーグ…」,,6,佐々木、星崎,low,dialogue話者に丸囲み『佐々木』『星崎M』。action文字の判読が不確実で要確認
122,page_044.png,そのグラスを机に置き,「フッ」「リーサ 君は歌え…」,SE,2+12,二人静,low,dialogue話者に丸囲み『二人静(off)』。SE表記あり。セリフ内容の判読が不確実、要確認
123,page_045.png,気になってるみの裏で 阿久津静かに言う / えっ…?と3人。 / スッと立ち上がる阿久津,ほんとかてはもいが歌が… / 「えっ?」,SE「スッ―」,4+12,阿久津、佐々木、二人静、星崎,low,手書き崩れ大。dialogue欄の話者丸囲み『阿久津』確認。action・dialogueとも判読困難で要確認 ｜ scene欄縦棒＝123の続きに統合。dialogue欄の丸囲み話者名が複数（佐々木/静/星?）。要確認 ｜ scene欄縦棒＝123の続きに統合。time欄丸囲み『4+12』
124,page_045.png,PAN 初夏、すいな眠差し,,,4,,medium,目のアップ2コマにまたがる。上コマはpicture中心で本文なし ｜ scene欄縦棒＝124の続きに統合。PAN指示あり。time欄丸囲み『4』。『すいな』は要確認
125,page_046.png,スポットライト 数珠つなぎでパッパッと フレ. PAN→,,,,,medium,コマ0とコマ1がカット125。dialogue欄は演出メモ・矢印のみでセリフなし。action欄の一部は崩し字のため推測
126,page_046.png,照明反射補間 同じく点灯する,,,2+12,,medium,action崩し字のため推測。time欄はコマ2の丸囲み『2+12』
127,page_046.png,スポットライトの阿久津解除(要確認) ステージの上、ミラーボールのライトが動して T.B.（薄暗い）,,,2,,low,コマ4・5がカット127。action欄は崩し字が激しく大半が推測、要確認。『暗め』のト書きあり。time欄は丸囲み『2』
128,page_047.png,顔のみへ／ヘッドセットが見える。PAN,,,2,佐々木,medium,複数コマにまたがる。actionはコマ0とコマ1の内容を結合。人物特定は不確実、要確認
129,page_047.png,ギターと手／スッと／マイクを上げる,,,2,,medium,コマ2とコマ3を統合。手・マイク描写
130,page_047.png,ここから ステージ 明るく。ライブ会場,Stand up now—.,,2,,medium,dialogue欄に英字歌詞 Stand up now。写真貼込みあり
131,page_048.png,PAN 歌う限津(観客),大事に抱えたものに限って,,,,medium,action欄の下部文字は崩れており『歌う限津』は要確認。dialogueは『大事に抱えたものに限って』と読む
132,page_048.png,ステージ暗く(遠い距離で) PAN／シャっ!と左手上げ(赤字),違う様(態)んと 崩れていくんだよ～,,3,,low,action欄は手書き崩し字で読み取り困難、『ステージ暗く(遠い距離で)』は推測。sec欄の丸囲み③は前カット132の尺の可能性。dialogueは『違う様んと崩れていくんだよ～』と推測、要確認
133,page_048.png,,それでも,,,,low,dialogueは『それでも』と推測、末尾に『2』のような書き込みあり要確認。time欄に丸囲みの尺記号あり読み取り困難
134,page_049.png,T.U. グラスを持つ手が震える 一気飲む,carry on 暗闇の先,,2+12,,medium,コマ0(顔アップ)とコマ1(グラスを持つ手)を統合。コマ0のsec欄は判読困難のため2+12はコマ1の値。dialogueは崩し字のため一部推測
135,page_049.png,マグ…?と フフPAN 狭い,明けようとて掴もうとが,,2+13,,low,コマ2(顔アップ)とコマ3(縦線背景・PAN)を統合。両コマとも丸番号なし=135の続き。dialogue・actionとも崩し字で推測多め、要確認
136,page_049.png,PAN T.B. 星崎(?),I won't let this break me down break me down break me down break me down,,2+18,星崎,medium,コマ4。action欄下部の人名は『星崎』らしいが崩れており要確認。dialogueは英語歌詞と思われる
137,page_050.png,アップ 手 カッコイイ (左手カッコつけ) 半 QPAN,陽が沈んでも進んでいく,,3,,medium,picture: 顔アップに赤で手が描き込まれている。2コマにまたがるが同一カット。台詞は歌詞またはコーラス的セリフ。actionの『半』は判読不確実
138,page_050.png,TB 阿久津の背 コーラス(指示),ウォッオオオ ウォッオオオ,,2+12,阿久津,medium,dialogue列の『コーラス』は赤丸囲みの演出メモ→actionへ移した。ウォッオオオはコーラス音
139,page_050.png,グラス拭いてるマスター 拭き終わり かけてる キラリと光るグラス,ウォッオオオ ？ ウォッキオオ,,2+12,,medium,2コマにまたがる同一カット。台詞はコーラス継続。マスターがグラスを拭く描写
140,page_051.png,PON ウデトロシ,ウォッオオオー ウォッオオオー,,2+12,,medium,ステージ上で歌う人物。コマ0とコマ1(PON)を統合
141,page_051.png,PAN R,"Hold my ground, 何度だって Fly",,2+12,,medium,英語詞と日本語詞混在。複数コマ(コマ2〜6)を統合
142,page_051.png,入り FIX,たとえ闘の中でも,,1+12,,low,ステージ全景。dialogue『たとえ闘の中でも』は判読困難、要確認
143,page_052.png,,Still moving on!!,,4+12,,medium,dialogue欄に英字手書き『Still moving on!!』。time欄は丸囲み『4+12』と読む
144,page_052.png,バッと暗転。,ダン!!,ダン!!,,,medium,次のコマ(番号なし・グレー暗転)を本カットに統合。オレンジで『曲ここまで』の演出メモあり(dialogue外)。time欄に丸囲み『4』らしき記号
145,page_052.png,廊(?)の看板 開か。,,,4,,low,看板に『おしながき/カクテル』風の文字。action欄の1文字目・末尾は判読困難で要確認。time欄に丸囲み『4』
146,page_053.png,席に戻ってきた阿久津／座り。／と、不本(意?)の着信音が鳴り）／阿久津 ポケットに手を入れ、／出る,「課長、お上手ですね」／「なに、付き合いで覚えた程度だよ」／「失礼。」／「もしもし。」,着信音,,佐々木、阿久津,medium,1カットが5コマに跨る(コマ0のみ丸囲み146、以降は縦棒継続)。ため統合。dialogue話者丸囲み:佐々木/阿久津/着信音/阿久津。コマ4のセリフはローマ字風『Futい?』風の走り書きで『もしもし』と推定、要確認。action『と、不本の着信音が鳴り』一部不確実
147,page_054.png,その場で議論に出る阿久津を見る佐々木,阿久津「ああ。」「そうか。」,,5,阿久津、佐々木,medium,dialogue欄の話者は丸囲み『阿久津』。破線は間を示す
148,page_054.png,二人静。かたわらに帯刀を静かに聞いている,「ああ。」「わかった。」,,5,二人静,low,action欄の文字判読困難。要確認
149,page_054.png,スマホで見る／佐々木、阿久津に問う,佐々木「……」「あのっ……」,SE「パタッ……」,4,佐々木、阿久津,medium,コマ2(149)とコマ3(番号なし・縦棒/空白の続き)を統合。コマ3は丸番号なしのため149に統合。dialogue欄に丸囲み『佐々木』話者あり
150,page_054.png,つづく,阿久津(続)「どうやら二人静が願っていたとおり、現場では事が進んだようだ」,,5+12,阿久津、二人静,low,dialogue欄に丸囲み『阿久津(続)』。長机会議室の俯瞰カット。time『5+12』は秒+コマ表記の推定
151,page_055.png,二人静 怪しんで,「……何の話じゃ？」,,4,二人静,medium,
152,page_055.png,モニター画面と,「つい先住、群れのグループに対し個になる各攻撃で作られた」,,8,阿久津,low,action・dialogue共に手書き崩れ大きく要確認
153,page_055.png,佐々木と星崎,「え…!?」,,2,佐々木、星崎,medium,
154,page_055.png,二人静 なるべく…と,「……」,,2,二人静,medium,
155,page_056.png,阿久津 強く伏せる／PAN UP,「対象の挙動が当初の想定を超える作為、決断に至ったのが,,6+12,阿久津,medium,1カットが2コマに跨る（PAN UP含む）。dialogue列は崩し字で一部不確実
156,page_056.png,星崎 緊迫 あてるあてる,「それで、結果はどうだったんですか…?,,3+12,星崎,medium,action欄の『あてるあてる』は崩し字で不確実
157,page_056.png,,「効果はなかった。マジカルビームと同様。,,4+12,阿久津,low,dialogue崩し字で不確実。『マジカルビーム』要確認
158,page_056.png,PAN／爆炎の中 ギロリとにらむ クラーケンの目,直撃の瞬間に障壁のようなもので無効化されたらしい。,,6,阿久津,medium,dialogueはコマ157からの続きセリフ。話者は阿久津。時間欄は丸囲み6
159,page_057.png,第2現実。呼び出しが来る。佐々木、阿久津に,星崎「…!!」　佐々木「な、誰…。そんな話こんで…」,,,星崎、佐々木、阿久津,medium,action・dialog欄とも崩し字。dialogueは判読困難な部分あり要確認
160,page_057.png,にらみつけ。ふっと戻し。ウカツーのを見る。,して(いいんですか?)　ハッ…,,4+12,佐々木,low,160は上から3・4・5コマ目にまたがる続き(縦棒/空白)を統合。dialogue・action崩し字多く判読困難、要確認。timeは4コマ目dialog欄脇の丸囲みより推定
161,page_058.png,"バーカウンターにT.U.
マスターの姿はなし",,,2+13,,medium,action欄の一部は次コマにまたがる可能性あり
162,page_058.png,店内には佐々木たちのみ,シーン…,,4+12,佐々木,medium,dialogue欄に丸囲み話者名＋M(モノローグ)記載あり。「あ〜…」等の心の声らしき断片。話者名は判読困難
163,page_058.png,"T.B.
店前",そういうことだったのか…,,2+12,,low,picture内に「本日休みかも」「いらっしゃいませ」等の貼り紙文字。dialogueは判読不確実、要確認
164,page_058.png,"その周り
ドアノブにかかっているCLOSEDの札",,,3,,medium,
165,page_058.png,戻る二人。佐々木うろたえ / 佐々木、やられた…と 阿久津 抜ける PAN,… / 残念な話ではあるが。 人間は持ち得るあれこの手立てを失った。,,4,佐々木、阿久津,low,dialogue欄に丸囲み『佐々木』の話者名。セリフ本文は破線で判読不可。action欄下部に別筆記あり。ページ下部に『田中』らしきサインあり ｜ ページ最初のコマは丸番号なし＝前ページ165の続き。dialogue欄冒頭に丸囲み『阿久津』の話者名あり
166,page_059.png,阿久津の 鋭い目にPAN,,,4+12,阿久津,high,
167,page_059.png,沈黙の一同,,,4,,high,
168,page_060.png,阿久津。PAN UP,課長は全てを断った上で飲み会をセッティングしたのだろう。全てはこの瞬間まで,,6,阿久津,medium,dialogue欄冒頭に丸囲み『佐々木M』の話者表記あり(モノローグ)。2コマ目は縦棒/番号なしで168の続きとして統合(PAN UP)
169,page_060.png,佐々木。グィーッと呷るのむ,我々を拘束するために…,,3+12,佐々木,medium,
170,page_060.png,二人静 スタートここから。飲み切ったグラスを机にかき(サッサのイキ サッ),「さて。,,2,二人静,medium,170は2コマにまたがる(番号なしコマを統合)。dialogue欄に丸囲み『二人静』の話者表記あり
171,page_061.png,立ち上る。PAN T.B.,そろそろ帰るとするかのう,,3+13,二人静,medium,picture・action・dialogueが複数コマにまたがる続き(縦棒/空白)を統合。台詞の話者は方言口調から二人静と推定
172,page_061.png,間髪入れずに喋る阿久津,最新の予想だと、クラーケンのキエフ上陸の可能性は極めて高い,,6,阿久津,medium,dialogue後半は欄外にはみ出しあり、読みに一部不確実
173,page_061.png,耳を塞いで首を振る二人静。月ぷ。,あーあー。そんな事言われても知らん、聞こえん！！,,5,二人静,medium,話者丸囲みは『二人静』。action末尾『月ぷ』は判読困難
174,page_061.png,次弾、むしろ怠ける / 佐々木にたずねる,最悪の事態に備え、上層部に自衛隊との対応の協議を進めている / 「佐々木君、あれをピオンサ出来ないだろうか？」二人静(ぼそっと)「いやいや——何も聞こえーーん、ラカーー」,,1+12,阿久津、佐々木、二人静,low,action冒頭の語は判読困難。dialogueは欄外はみ出しあり一部推定 ｜ ページ最初のコマは丸番号なし=前ページ174の続き。dialogue一部崩れ判読困難、要確認。ADの記述あり
175,page_062.png,いきなり佐々木さん!!とする佐々木,佐々木「フ…!」,,2,佐々木,medium,
176,page_062.png,ちょっと!と星崎,星崎「課長!いいなんてもそれは無茶じゃ…」,,2+12,星崎,low,dialogue一部判読困難、要確認
177,page_062.png,同上,阿久津(off?)「なにも佐々木君の異能力でどうこう…」 / して欲しいという訳ではない。良い案があれば提案してもらいたいだけだ。無論、これは君たちに,,10,阿久津、佐々木,low,dialogue冒頭の丸囲み話者名は阿久津と推定。末尾判読困難、要確認 ｜ ページ最上部の空白scene欄のコマ。前ページ177の続きセリフと判断。話者は文脈から阿久津と推定
178,page_063.png,同ポ 星崎,,,4+12,星崎,medium,
179,page_063.png,二人静.,知しても問題,,4+12,二人静,low,dialogue欄崩れ字で不確実、要確認
180,page_063.png,阿久津,かがね,,3,阿久津,low,dialogue欄末尾崩れ字、要確認
181,page_063.png,星崎、ブッと視線を下げる 口を結んで在々不.,星崎「ッ…!!」　取り繕っているけれど、間違い,,2,星崎,low,dialogue欄に丸囲み『M』(モノローグ指示)あり。action・dialogue共に崩れ字多く不確実、要確認
182,page_064.png,思案する佐々木 PAN↓ / 顔UP,今にして思うと、先日我々を頷かせたのもこの奇縁を見越して…,,6+12,佐々木,medium,action欄はコマ0・コマ1に跨る。dialogueは崩し字のため一部推定
183,page_064.png,阿久津 PAN UP,「上手く行けば君たちにもそれなりの見返りがあることは保証する」 佐々木(off)「所長」,,,阿久津、佐々木,medium,183はコマ2〜4に跨るため統合。dialogueは阿久津の台詞と佐々木(off)の台詞。時間欄は下段に別の書き込み(サイン)あり、尺の判読困難
184,page_065.png,,「ご期待に添えるかわからんが持ち帰り検討してみます」,,5,佐々木,medium,dialogue欄冒頭に丸囲みの話者名あり(判読困難)。セリフ末に矢印→次カットへ続く
185,page_065.png,阿久津,「……」 明日朝イチで,,3+12,阿久津,medium,dialogue欄に(2+0)のメモ書きあり。185は2コマに跨る(番号なし継続コマを統合)。continuationコマにaction『佐々木』
186,page_065.png,星崎 / 阿久津,新たを願いたいのだが,,2,星崎、阿久津,low,action欄『星崎』および下部『阿久津』。dialogueの『新た』は要確認
187,page_065.png,二人静 / 阿久津 / やれやれと嘆息（ため息）,構わないだろうサ？ / ハァ…,,2+12,二人静、阿久津,medium,action欄に『二人静』、下部『阿久津』。セリフ末に矢印→続く ｜ ページ最初のコマは丸番号なし＝前ページ187の続き
188,page_066.png,佐々木,お待たせしました,,3,佐々木,medium,dialogue話者=佐々木（丸囲み）
189,page_066.png,机の上のグラス。氷が溶けて音がする,カラン…,SE,3,,medium,dialog欄はSE「カラン…」
190,page_066.png,店の前に停まっている迎車タクシー。反対側から佐々木と星崎がフレームアウトして乗る。発進,タン…,SE,3,佐々木、星崎,low,最下段は190の続きコマ（丸番号なし）で発進を統合。dialog欄はSE系（長引く/タン/フロロロ等）で確信低。人名は要確認
191,page_067.png,"車内
二人静",二人静「おっと。,,1+12,二人静,medium,
192,page_067.png,二人は窓の外を見ながら疲れた様子。BG T.B.,"面倒なことになったの
佐々木「ええ、そうですね…
二人静「で、どうするのじゃ?",,6+12,二人静、佐々木,medium,
193,page_067.png,佐々木。→Follow,佐々木「とりあえずピーちゃんと合流してから考えましょう。,,5+12,佐々木,medium,『3パートに書き次第』はト書き寄りメモの可能性
194,page_067.png,"食堂
FIX(3+12)
PAN DOWN(4to)
佐々木のアパート チャイムの音がする。",迎えに来てもらいます。,「ピンポーン」,6+12,,medium,5コマ目(アパート外観)は番号なしで194の続き。最下部欄外に手書きメモ『玄関前に立っている佐々木みえる』あり
195,page_068.png,お隣さんの部屋。目をつぶっていたお隣さん、ねむい音で起きる。,,ピンポーン,2,お隣さん,medium,time欄丸囲み②=2秒。dialogueのビ(ピ)ポーンはSE扱い
196,page_068.png,雛の隅で毛布に(くるまり)鏡棚にいる寝間着のお隣さん。その前を母がせわしなく通り過ぎる。 / OUT。足元(脚)。,あー、はいはい,ピンポーン,3,お隣さん、母,low,action崩し字多く一部推測。dialogueは丸囲み『母(かたす)』の話者付き。time欄③=3秒はコマ2にまたがる ｜ scene欄に丸番号なし＝196の続きコマ(3コマ目)
197,page_068.png,にろて(ハロー等の書き込みか) / 不機嫌に開ける母。 / と、来訪者を見て顔をほころばせる。,誰よ / こんな時間に… / 「あらっ…,,4,母、お隣さん,low,action欄の手書き崩れ、要確認 ｜ scene欄丸番号なし＝197の続きコマ。dialogue丸囲み『母』の話者付き、後半崩れ要確認 ｜ ページ最初のコマは丸番号なし（空白）＝前ページ最後のカット197の続き。dialogue話者は丸囲み『母』。人名は候補外のため『お隣さん』は仮、要確認
198,page_069.png,大きめの箱を持っている彼氏。PAN UP,「やだあ、どうしたの急に？」／彼「わり…近くで有んでたら終電逃がしちゃって」,,2+12,彼氏,medium,198と続きコマ（PAN UPの縦棒コマ）を統合。dialogue話者は『母』と『彼氏』の丸囲み。字が崩れ一部推測
199,page_069.png,早口。会話が漏れ聞こえてるが、ベッドでニコニコと下諏さんに話す。,母「やだー、アカウントの〜。連絡くれたら良かったのに〜」ベッドン(アウフフ),,4,,low,人名『下諏さん』相当は崩れて判読困難、要確認。dialogue話者丸囲みは『母』
200,page_069.png,布団にくるまってる加藤さん。 / ムッとして目を閉じる。,「わやわや。今晩は男泊めた？」,,3,加藤,low,『加藤さん』は字形からの推測、候補外のため要確認。time欄は判読困難 ｜ ページ最上段コマは丸番号なし＝前ページのカット200の続き。Sec欄丸囲み3。
201,page_070.png,目開き、母、大きな箱を見て,「ねえ。その箱どーしたの？,,,佐々木,medium,dialogue冒頭の話者は丸囲みで書かれているが判読困難。次コマ(縦棒/空白)を統合。time欄に丸囲み『チ+12』らしき記号あり=秒+コマの可能性、判読不確実。二コマ目action『嬉しそうに』dialogue『もしかしてチョコ？』を統合。
202,page_070.png,彼氏、ニヤけて答える／PAN DOWN,「ああこれ。さっきここで君の旦那から頂いたんだ」,,5+12,,medium,"下の丸番号なしコマ(PAN DOWN, プレゼント箱)を統合。dialogue話者は丸囲み『彼』らしき記号。Sec欄下段に丸囲み『5+12』(秒+コマ)。"
203,page_071.png,"顔UP
それを聞いてハッとするお隣さん",「ぅ…」,,2,お隣さん,medium,time欄は丸囲み②=2秒
204,page_071.png,"リビングから廊下へPAN
釣り母と彼氏","「はぁ!?」
ちょっと待ってよ。どういうこと?
ここに通るのを見られたみたい。
君の娘、誕生日が近いんだろ?
会社来ないから、代わりにプレゼント預かってくれって",,11+12,,low,dialogue手書き崩れ大、複数行推読。話者名(丸囲み)は判読困難で要確認
205,page_071.png,"引きドン。
お隣さんをみて、おや?と","（パクって）
「ヘぇー
おや、どうしたの",,3+12,お隣さん,low,205は複数コマ(コマ6・7)に跨るため統合。time欄は下段の丸囲み3+12。dialogue推読多く要確認
206,page_072.png,ネットニュースから加藤さんへ(ピント送り),「かい?」 加藤さん「…」,,2,加藤さん,medium,人名『加藤さん』は手書きが崩れており要確認(用語集の候補に無い)。dialogue『かい?』は判読困難
207,page_072.png,違和感を覚える,加藤さんM「おかしい。それはあり得ない。」,,3,加藤さん,medium,人名要確認
208,page_072.png,玄関先 母 怪訝そうに ？と,母(が)「休み 父は無い(?)、それ? 聞いてて。もう何年も絶縁状態だ。 もうすぐあの子の誕生日、こんな時期だったかしら?」,,4+12,母,low,208は2コマにまたがる(母の顔アップ＋横顔)。番号は208のみで下コマは番号なし継続のため統合。dialogueの判読は不確実
209,page_072.png,母 プレゼントを受け取って 両手を差し出す / PAN。,加藤さんM「それに…けにおり——」,,2,母、加藤さん,low,人名・セリフともに判読困難で要確認。time欄は明確な丸数字が読めない ｜ ページ最初のコマは丸番号なし(空白)＝前ページ最後のカット209の続き。time欄に丸2
210,page_073.png,イメージカット。彼女、睡眠レス。,,,4+12,,medium,action文字は崩れており推測含む
211,page_073.png,プレゼントに近づく手。,,,2,,medium,
212,page_073.png,再び お隣さん。ハッ！,「ハッ！！」,,1,お隣さん,low,話者名は丸囲みで『お隣さん』と推測。字形崩れのため要確認
