cut,page,action,dialogue,se,time,characters,confidence,notes
213,page_073.png,パッと起きあがり、ベッドに何かを引っかけている。 / ?な 3パドン,「ヲハヨー！ 外に引っかけます！！」 / 3パドン日ス？日,,3,お隣さん,low,action・dialogueとも崩し字で判読困難。要確認。time欄は判読不能 ｜ ページ最初のコマは丸番号なし＝前ページ213の続き。手書き崩れが激しく本文は要確認
214,page_074.png,隔離空間 万野さん / ベランダのカベを 駆け出す,「見ん！！,,2,,low,scene欄に丸囲み『214』。action・dialogue手書き崩れ大で読み取り不確実、要確認 ｜ 丸番号なし＝214の続きとして統合
215,page_074.png,カーテン / えりに 息を取れる,ドシャッ！！ サラサッ！！,ドシャッ！！／サラサッ！！,2,,low,scene欄に丸囲み『215』。手書き崩れ大、要確認 ｜ 丸番号なし＝215の続きとして統合。ベランダ等のト書き。dialogueは擬音的でSE扱いの可能性、要確認
216,page_075.png,"ハウスに
マワアタリニ
出て",「アッ!!」,,,,low,action・dialog手書き崩れ大。読み不確実。コマ0とコマ1(脚のカット、ハイスピード指示)は同一カット216に統合。time欄に丸囲みハイスピ8?の記号あり
217,page_075.png,"ヘンダ
チカリ
ハイスピ
バサッ...",「ガクッ!!」,,,,low,コマ2(手すり?)とコマ3(横たわる体?)、コマ4(ほぼ空白)を同一カット217に統合。手書き崩れ大で読み不確実。time欄にハイスピ8?記号あり
218,page_076.png,セキ 手すりに肩を付けて 転びこえそうになる 佐々木。 PAN UP,ちょっとキミィ！,,2+13,佐々木,medium,action欄は手書き崩れのため一部推測。dialogueは赤字『ちょっとキミィ！』。time欄は『2+13』(秒+コマ)
219,page_076.png,ネオン近く。停車しているタクシーおりて降りる 佐々木たち。,バタン……,,3,佐々木,medium,picture内に『田丸交通』の看板文字。dialogueの丸囲み『男』は話者指定。ドア音『バタン』。time欄は丸囲み『3』
220,page_077.png,ショットに強く倒れた樹木から PAN 「FLOOD」,,,4,,low,action欄手書き崩し字。『ショットに強く倒れた樹木から PAN』およびdialog欄『里(タテ:羅)』『「FLOOD』は判読困難で推測を含む。要確認
221,page_077.png,佐々木 一清 出し,,,3,佐々木,low,picture内に『follow』の書き込みあり。action欄崩し字判読困難、要確認
222,page_077.png,ただし お隣さんの 髪 か、上頭で揺れ 尻スロー,,,0+(5),お隣さん,low,action欄崩し字で判読困難、推測を含む。time欄は『Off(5』の形だが尺(秒+コマ)として不確実、要確認
223,page_078.png,"スロー
ハンディブレ
ベランダから
飛ぶ、お隣さん
PAN A",,,4,お隣さん,medium,コマ0とコマ1(PAN A、縦棒継続)を統合。time欄コマ0は縦線、コマ1に丸囲み4
224,page_078.png,"画面から外れる
Follow","「ぐ…！！」
「ビター…」",,3,お隣さん,low,dialogue欄の手書き崩し、話者『お隣さん』が丸囲み。セリフ判読困難で要確認
225,page_078.png,"間もなくす
爆発が走せる",「ドカッ！」,ドカッ,3,,medium,コマ3(佐々木のアパート俯瞰)とコマ4(爆発、縦棒継続)を統合。dialogue欄に丸囲みSE。picture注記『佐々木のアパート』
226,page_079.png,立ちビキリ 佐々木ニ将!?,ハッ!?,,4+12,佐々木,medium,action欄『佐々木ニ将!?』は判読難、要確認。dialog話者丸囲みに『佐々木』『二将?』風の記載あり
227,page_079.png,3ショット入口側。火の手が上がり倒壊しつつある3ショット。□ T.V.映像,ゴゴゴゴゴ…,,6,,medium,コマ2(CM)は番号なしの続きコマ。CM挿入指示のみで本文セリフなし、227に統合
228,page_079.png,3ショットも。お隣さんの入や、窓ガラスは爆発の衝撃で粉々に。室内は炎に包まれており、よく見えない。窓ガラスのはへん。スタートFIX(200) / PAN DOWN していき、ゆっくりと体を、カメラの晴れの後ろ姿が見える,ゴゴゴゴゴゴ…,,8,お隣さん,low,action判読困難箇所多数、要確認。dialog冒頭に『SE』風の丸囲みあり、擬音の続き。コマ4(道路/車)は番号なしの続きコマで228に統合 ｜ ページ最初のコマは丸番号なし＝前ページ最後のカット228の続き。コマ0(PAN DOWN)・コマ1(後ろ姿が見える)・コマ2・コマ3を統合。Sec欄の丸囲み数字は8。action末尾の手書き難読部あり
229,page_080.png,静かに見つめている二人静。あと、ライトバックする(引き) / お隣さんの前にスッと落下してくる田中サン。激しく詰め寄るお隣さん。倒れPAN,「いい」 「思ってれば よく気付けたね」 / 「けん嘩の作動かも大したものな」お隣さん「あの男がサカなことを口走っていましたのっ」,,2,二人静、お隣さん,low,scene欄に丸囲み『229』を確認(拡大画像で229と読める)。コマ4・コマ5を統合。dialogue欄の話者名は丸囲みだが判読困難で要確認(二人静と推定)。action・dialogueとも崩し字で確信低い。Sec欄の丸文字は2と推定だが不確実 ｜ ページ最初のコマは丸番号なし＝前ページ最後のカット229の続き。人名『田中サン』要確認。台詞は崩し字で不確実
230,page_081.png,佐々木の雅を見つめて、心の中で告白するお隣さん,お隣さんM「壁越しにずっと感じていたから分かる。おじさんが帰ってきなくて本当によかった」,,12+12,佐々木、お隣さん,low,コマ3(白背景に顔)は230の続きとして統合。Dialog『3人しずか』『B ふふん？』は同カット内。人名・台詞崩し字で不確実、要確認
231,page_081.png,鱗粉が舞う。,「君の母親を巻きこまれてしまった」 / かわいで～,,8 / 4,,low,台詞・話者名は崩し字で不確実、要確認 ｜ ページ最初のコマは丸番号なし＝前ページ最後のカット231の続き。dialogueは崩し字のため一部不確実
232,page_082.png,母のことなど眼中になし。佐々木の避難所を見つめているお隣さん。PAN UP,お隣さん「シェロートが壊れにしまった時にでかしさんと私が隣同士の部屋に収容ることは、きっともうないと思います。,,9,お隣さん、佐々木,medium,dialogue崩し字多く一部推定。『シェロート』等の固有名は要確認。232と233のコマにまたがるdialogueを統合
233,page_082.png,燃え盛る佐々木の部屋にTV,だとすれば施設行きも仕方があせん。生活環境としては今よりずいぶんマシになると思います。」,,8+12,,low,dialogue崩し字のため推定多め。要確認
234,page_082.png,3ショット お隣さんを見つめ / 微笑み。ネロトを見つめ,"「―――― / フッ……
君のそういうところ",,5+12,お隣さん,low,dialogue欄に丸囲みメモ『3ショット』はト書き相当のため除外。セリフは未完の鉤括弧のみ ｜ ページ最初のコマ2つは丸番号なし＝前ページカット234の続き。1コマ目・2コマ目を統合。人名は崩し字で確信持てず空
235,page_083.png,燃え盛るネロトを前にするなんの背。,"僕ら悪夷より
お、少ないね
どうしてしょうか？",,6+12,,low,action・dialogueとも崩し字で不確実。赤字『まほど』・丸囲み『市院現(要確認)』は演出/話者メモの可能性。要確認
236,page_083.png,お隣さん。付近で人の気配を感じ。けっと振らを向く,"「サカサカ…」
「っ！」",SE「サカサカ…」,3+12,お隣さん,low,236の丸番号あり。次コマ(丸番号なし)を統合。dialogueの丸囲み『SE』は効果音として扱い、話者丸囲み『お隣さん(要確認)』。字形崩れ大きく要確認
237,page_084.png,電柱に隠れてこちらを覗き見た怪しい男(黒帽子に黒ジャンパー)。お隣さんの視界に気付き、走って逃げる。(顔かくして),,,2,お隣さん,medium,237は電柱に隠れる男のコマ、続く縦棒コマ(男が走って逃げる)を統合。time欄の丸囲み②は2秒。SE「ス、ス、ス、ス」らしき記述あり
238,page_084.png,お隣さん もらいビックリして 男を見て。PAN UP,「シバドンに 追いかけす。」,,2+12,お隣さん,low,238は上下2コマにまたがる(バストと足元PAN UP)。話者=お隣さん。セリフ判読困難で要確認。time欄=2+12(秒+コマ)
239,page_084.png,シバドン、不敵にほほえ笑ん,「いいね。やっぱ、その話は 僕も好きじゃないん」,,3,シバドン,low,人物名『シバドン』は用語集候補外。手書き崩し字で要確認。time欄の丸囲み③=3秒
240,page_085.png,道の向こうに加瀬さんの家。倒壊しかけている2Fショット。,（結）,,3,加瀬,medium,dialogue欄は括弧付きで『結』風の字。確信度中
241,page_085.png,ショット面倒。佐々木、あいづち始まる,ガヤ,,2+12,佐々木、野次馬,medium,dialog話者は丸囲み『野次馬』、ガヤ表記
242,page_085.png,燃え盛るショットを見上げる佐々木。一人。周りに野次馬,見たところ3階の…例の隣人の部屋の…するじゃが…,,4+12,佐々木、二人静、野次馬,low,dialog話者は丸囲み『二人静』＋背。台詞崩れ大、要確認
243,page_085.png,佐々木、最悪な事態を想定し汗が流れる。↑PAN UP,グッ…お隣さん…！！ / すぐに海域を確認しましょう!!,,6,佐々木、お隣さん,low,dialog話者は丸囲み『佐々木』。最終コマ(番号なし)はPAN UPの続きで243に統合 ｜ ページ最上段のコマは丸番号なし＝前ページ243の続き。セリフは要確認
244,page_086.png,アパート近くの狭めの道 Follow / Follow Smoke,（走る作業）,,2,,medium,dialogue欄の内容は不確実（ト書き的表現の可能性）
245,page_086.png,駆けてる男(女)の男(夜) a.路地つばた感じです,,,2+12,,low,action崩し字多く要確認。time=2+12（秒+コマ）
246,page_086.png,追いかける3人ドンと 加藤さん 3人ドンとニヤけて / 加藤さん怒って / 3人ドン スーッと 飛んでいく。,（3人ドン）B急が方をつかず追げられるか？ / （加藤さん）「先に行って備えて欲しい」 / （3人ドン）B「はい、行ってきまーい」,,2 2 / 6+12,,low,246は最後の2コマ（丸番号なし継続コマ）を統合。人名『加藤』は候補外のため要確認、話者記号も崩れており低信頼 ｜ ページ最初のコマ。scene欄に丸番号なし＝前ページ最後のカット(246)の続き。picture欄に『out』のカメラ/演出メモらしき手書きあり
247,page_087.png,男に シルバニの鱗粉B ちらっと 呼づき / 手を … いっ … 伸ばすが 触れる直前で 男の姿が 一瞬で消え,シルバニ / 欠礼,「バッ！」,2+12,,low,丸囲み『247』を確認。action・dialogueとも崩し字で不確実。『シルバニ』等は要確認。この後、番号なしの継続コマ(手のアップ)を含む ｜ 番号なし継続コマ2つ分。上記247に統合すべき内容だが番号欄空白のため直前カット247の続き。SE「バッ！」らしき記述あり。文字要確認
248,page_087.png,シルバニ！！,シルバニ 「！！」,,1+18,,low,丸囲み『248』を確認。少女の目のアップ。action欄下部に囲み文字(色指定/演出メモらしき『同色』?)あり=セリフ扱いせず。dialogue『シルバニ』は話者名の可能性、要確認。time『1+18』読み不確実
249,page_088.png,その瞬間、隔離空間が発生する。Q.PAN UP,,「ブォン!!」,,,medium,249は2コマにまたがる(上コマ=ビル群、下コマ=人物。Q.PAN UPで繋ぐ)。actionの隔離空間発生は書かれた通り
250,page_088.png,Q.PAN。3ヶ所越すりのハヤカワについた二人。(隔離までを届間か)同じく隔離空間の発生に気付き。分割で(下段),「ザッ!!」「在庁ト!?」「隔離空間!?」これは……,「ザッ!!」,3+12,,low,複数コマにまたがるカット。actionは手書きが崩れ判読困難、要確認。dialogue欄に丸囲み話者名らしき記号あり判読不能。『隔離空間!?』には赤の取り消し線あり。time欄は3+12と読めるが不確実、赤線あり
251,page_089.png,ライトが振り返り、あちらへと(視線を向ける),B借しい！もうちょっとだったのに 「仲間の天使と使徒だろうか？,,,お隣さん,medium,action・dialogueとも手書き崩れ大。dialogue欄の話者名は丸囲みで『ライト』『お隣さん』と読めるが確信度中。『B借しい』は要確認
252,page_089.png,歩いてくるお隣さん。ライトに、鋭ぎ味な視線で睨んで浮かぶ、走力が流れて話すお隣さん。PAN UP。真剣な瞳でひろと(を)見据える,Bで3考えるから安全だね。ここで隔離空間が消えるのを待って? 「テスケームの主体が使徒であるなら使徒でない彼は使い走りである可能性が高いです。全ての情報を得るためにも、天使とその使徒を推しにしましょう,,11+12,お隣さん,low,コマ1〜5(全5コマ)がカット252の続き。scene欄はコマ2に丸囲み252、以降は縦棒/空白のため統合。手書き崩れが激しく本文は推測を多く含む。『テスケーム』『推しにしましょう』等は要確認。time欄は丸囲み11+12と読めるが確信度中
253,page_090.png,それを受けて 満足に 口角を上げて,,,,,medium,笑顔の少女の顔アップ。dialog欄に丸囲みキャラ名らしき記入あり(判読困難)、Bのセリフ記号らしきもの
254,page_090.png,満面の笑み。探しにゆく2人。PAN UP,うん！僕もそれに賛成だい！ それじゃあ 探した インコを！！,,5+12,,low,2コマにまたがる(笑顔アップ＋通りを歩く2人)を統合。セリフ判読不確実、要確認
255,page_090.png,道路へ出てくる 佐々木と二人静。隔離空間なりの私を見上げ。,トンの空間が 発生したというのは 近くに天使と悪魔が…,,4+12,佐々木、二人静,low,dialog欄に丸囲み佐々女(佐々木?)(off)の話者表記。セリフ・ト書きとも崩し字で判読不確実、要確認。timeは4+12
256,page_091.png,佐々木、驚いて入って（振り向く）,「お隣さんがいるかもしれません」「こっちに分かれて探すか？」「危険であっても上から探せ？」,,8,佐々木、お隣さん,low,action・dialogueとも手書き崩れ大。dialogue内『こっちに分かれて探すか？』『上から探せ？』は推測を含む。time欄は丸囲み『8』と読む。次コマ(番号なし空白行)を本カットに統合
257,page_091.png,二人静。ぽかんと。,「うえ？」,,2+12,二人静,medium,dialog欄に丸囲み話者『二人静』。time欄は『2+12』(秒+コマ)と読む
258,page_091.png,BGに東京タワーが見える。夜景。キレイ。,,,3,,medium,Picture列に東京タワー夜景写真の貼り込み。time欄丸囲み『3』
259,page_091.png,（続き）二人静の口元,「フッフッフ…！」,,2,二人静,low,dialog欄に丸囲み話者『二人静』。黒字セリフ『フッフッフ』に赤で取り消し線、赤字追記『おっぱおおおおー！』(修正指示)。action冒頭の崩し字判読困難。time欄丸囲み『2』
260,page_092.png,二人静とお隣を抱っこして飛行がまえで飛んでいる佐々木。T.B.,「ええ眺めじゃのう」！,,3,二人静、佐々木、お隣さん,medium,BG兼用らしき指定あり。picture欄に『BG兼』のメモ。人名は佐々木/二人静/お隣さんを想定
261,page_092.png,クイクイと指でつつくお隣さん。二人静・佐々木やれやれと。→Follow / PAN,「男に抱かれるなんて何年ぶりじゃろ。こげなことされたら惚れてしまうか…」／佐々木「変な気を起こさないで、ちゃんと抱いて下さい」／二人静「わかっとる、と。」「っていうか！」,,2,二人静、佐々木、お隣さん,low,コマ1〜6が261の続き(scene欄に縦棒/空白)。dialogue欄の崩し字は推測混じり、要確認。time欄下部に『2+12』の丸囲み表記あり(尺+コマ)
262,page_093.png,依頼者たちから鱗粉が流れてくる。人形にゆっくりとピント寄り。え!?と振り向く,あ、ちゃらん人が流れてくるんじゃけど「え!?」,,3+12,二人静,low,action・dialogueとも手書き崩し字で判読困難。dialog欄に丸囲み話者名(二人静と思われる)あり。要確認
263,page_093.png,お隣さんとフレンドリング姿が。お隣さん、驚いて。PAN UP。PAN T.B.,「おじさん!?」,,4+12,お隣さん,medium,dialog欄に丸囲み話者名『お隣さん』。二人目の丸囲み話者名『二人静』あり。「よかった!無事だったんだ」も別話者(二人静?)のセリフ
264,page_093.png,ずっと近づく。フレンドリングとお隣さん,「フレンドは正さ…君だろだったひみね」,,3,フレンド、お隣さん,low,dialog欄に丸囲み話者名『フレンド』らしき表記。セリフ判読困難で要確認。time欄丸囲み③
265,page_094.png,お隣さん、視線を反らす,お隣さん「すみません…もともと狙った爆発物のせいで、おじさんにも迷惑が…」,,6+12,お隣さん,medium,dialogue話者は丸囲み『お隣さん』
266,page_094.png,驚く佐々木。やはり、と二人静,佐々木「爆発物!?」 二人静「やっぱりそういう事しゃったサ」,,4+12,佐々木、二人静,medium,2コマ目(scene空白=続き)を統合。dialogue『佐々木「ふっと君のご様子…」』を含む
267,page_094.png,お隣さん、佐々木のセリフに被せて話す,お隣さん(off)「ところでおじさん!そちらの女性は…前の職場の同僚だとお伺いしました」,,6,お隣さん,medium,time丸囲み⑥
268,page_094.png,二人をじっとガン見するお隣さん。PAN,佐々木(off)「え?うん、そうだけど…」,,3+12,佐々木、お隣さん,medium,
269,page_095.png,お隣さん視点、PAN(L to S)。PAN T.B. お姫様抱っこして観客そっちにみえる2人 / 二人静、あれっと,お隣さん「…………」 / 二人静「僕、なんかやっちゃいました?」,,8,お隣さん、佐々木、二人静,medium,actionのPANの詳細は崩れ字。dialogueは丸囲み『お隣さん』の話者、内容は判読困難 ｜ 縦棒/番号なしのため269の続きとして統合。尺は丸囲み8秒
270,page_095.png,三人、揺々とした距離感で。お隣さん、駁?と,お隣さん「いえ、別にどうという訳ではないのですが」/三人「距離感が近くて思い悩んでるんだよね」/お隣さん「三人とも新しいこと動かないで」/三人「だんだん僕を交換」,,12+12,お隣さん,low,action・dialogue共に崩れ字が激しく判読困難。複数話者(丸囲み『お隣さん』『三人』)を推定。内容は要確認。ページ下部に集計『12+12』の丸記号あり
271,page_096.png,阿久津さん,「これは命令です」,,2+12,阿久津,high,
272,page_096.png,星崎。それを受けて,"「は……」
「そう言われると弱いんですけど」",,5+12,星崎,medium,コマ2(番号なし=272の続き)を統合。ニコッと笑うのト書きは272の続き
273,page_096.png,二人静。話を進める,"「しかしこうなるとお主らの伍ヶ枝を急がんといかんのう」
「Bでどんな具合なんだい？」",,4+12,二人静、星崎,low,dialogue欄の崩し字が判読困難。話者丸囲みは二人静・星崎(off)。文言は要確認
274,page_096.png,佐々木 / ふと眼下を見ると,「建物は見つけたが家具の類いが……」 / Bマ？ということなら、僕の相棒は年中あいけどこにも,,3,佐々木、二人静,low,話者丸囲みは二人静(off)。dialogue後半崩し字で要確認。画中文字『二人静の頃』 ｜ ページ最初のコマは丸番号なし=前ページ274の続き。dialogueは崩し字多く要確認
275,page_097.png,佐々木たちは通りを歩く 2人の後ツ,,,3,佐々木,medium,俯瞰の実景写真コマ。dialogueは275のセリフ欄が空、コマ間で吹き出し線がまたがる
276,page_097.png,佐々木、あり、と 目す / 同じくあっちを見る一同,（佐々木）「あの、すみません（二人静）「あっちに人影が…」,,3 / 5,佐々木、二人静,low,話者名の丸囲みは『佐々木』と読めるが要確認。dialogue崩し字多い ｜ scene欄丸番号なし=276の続き。dialogueは丸囲み複数で判読困難、『？』のメモあり。要確認
278,page_097.png,T.U. / その先に阿久津。伏売神とエリエル。,あっ！あれは…！,,3,阿久津,low,scene欄拡大で277と読めるが継続情報連番では278相当。丸番号=277をcut_labelに採用。ページ全体で丸囲み277が確認できるため277とすべきか要確認 ｜ action欄の人名『伏売神』『エリエル』は手書き崩れが強く要確認。dialogue話者は丸囲み『3バトン』(要確認)
279,page_098.png,加瀬さんキリッと。3バトンにコンタクト佐々木に釣,「3バトン、捕まえてれう！」りょーかい！ まけれ？,,3+12,,low,コマ1〜コマ2を統合(コマ2は継続で番号なし=空白)。action・dialogueとも手書き崩れが強く要確認。話者名『3バトン』要確認
280,page_098.png,佐々木少し考えてから微笑む。,君たちも手伝ってくれないかな？直接的な戦いはこっちでやるからさ。 佐々木「ト……。わかりました。」,,9,佐々木,low,コマ3〜コマ4を統合(コマ4は継続で番号なし=空白)。dialogue話者は丸囲み『佐々木』。手書き崩れが強く要確認
281,page_099.png,佐々木 恐縮しつつ,殺し合いには関わりたくないですが、このオオカ投げといつも申し訳ない…,,4+12,佐々木,medium,dialogue先頭に丸囲みで話者名(佐々木)M＝モノローグ表記。セリフ本文は崩れており一部不確実
282,page_099.png,ヨレドン、ニコッと 夜空に微笑,よろし。てんしゃす,,3,二人静,low,話者名丸囲み『二人に』様の記載＝二人静か要確認。セリフ判読困難
283,page_099.png,細い路地 外灯にむらがる蛾(2匹) PAN UP,,SE「(明音/羽音)」,3,,medium,dialogue欄はSE表記のみ(羽音)。2コマにまたがりPAN UP含め統合。dialogueにはセリフ無し
284,page_099.png,人気のない通り。ブツブツぼやきながら歩く 二人静,アイツらやっぱり失敗したじゃないか 見つかったらどうしてくれるんだ…,,5+12,二人静,medium,話者名丸囲み『二人静』と読める。赤字セリフあり(現行台詞として採用)。time欄下部の丸囲み数字を5+12と推定、要確認
285,page_100.png,スーッとその後ろを飛んでついている エリエル,かも弱い 運も悪い……,,3+12,エリエル,medium,人名エリエルは要確認(1期知識)
286,page_100.png,二人静。,「フッタ…」,,,二人静,low,dialogue先頭に丸囲みSE(効果音記号)あり。セリフ判別困難、要確認。picture2コマ目(実写背景+顔)はこのカットの続き
287,page_100.png,背後のエリエル。無表情で謝る,二人静「エリエルって本当に使えないねぇ」 エリエル「申し訳ありません」 二人静「まぁ、」,,4+12,二人静、エリエル,medium,人名エリエル要確認。2コマ目に丸5(尺?)あり
288,page_100.png,フカン。二人静とエリエル、カメラへ迫る。,「俺の意見を採用しても、大差ない結果に」,,3+12,二人静、エリエル,medium,picture下部に実写背景貼り込み。人名要確認
289,page_101.png,頭上より2灯 斜め接近。 からみ倒す TU。 ハッ！とする 佐元神。,だ、だめ 明けど,,3,佐元神,low,人物名の手書き崩れ強く『佐元神』は要確認。頭上コマ・佐元神コマの2コマを289に統合(2コマ目は番号なし継続)。dialogue後半は記号・書き文字で判読困難
290,page_101.png,一緒に抱えた 巨妖が その前に舞い降 降り立つ Q.PAN UP,「サッ」,,2+12,,low,290は舞い降りるコマとPAN UPコマの2コマを統合。dialogue欄に丸囲み話者名らしき記号ありだが判読不能(要確認)
291,page_101.png,佐元神。 グッ…！と / 逃げの方に夕！ 逃げてる,「グッ…！」,,1+18,佐元神,low,人物名『佐元神』要確認。dialogue丸囲み話者名判読不能 ｜ ページ最初のコマは丸番号なし＝前ページ291の続き。action文字は崩れており推測
292,page_102.png,○○が サッ！と降りに 道を防げてる / 落ち / 尻もちをつく / イテテ…と,「サッ！！」 / 「ひわあっ！」 / 「う…」,,2+18,,low,scene欄に丸囲み『292』を確認。台詞・ト書きとも崩れ字で推測 ｜ scene欄に丸番号なし。番号は連番で補完。ただし新カット扱いを示す番号は読めず要確認 ｜ scene欄丸番号なし＝続きの可能性。dialogue欄は崩れ字で判読困難、話者名らしき丸囲みあり要確認 ｜ scene欄丸番号なし。番号は連番補完。全体に崩れ字で低信頼
293,page_103.png,お隣さんを抱えたレイドン。微笑んで。PAN UP。,はい、そこまで。所詮お前らはゲームオーバーだ。,,5,お隣さん,medium,話者名『レイドン(?)』は丸囲みだが判読困難、要確認。1コマ目と2コマ目(PAN UP)を統合
294,page_103.png,佐々木 やばい！と,うああっ、自分捕まっちゃった、エリエル,,3+12,佐々木、エリエル,low,『エリエル』は赤字で追記。話者名要確認
295,page_103.png,エリエル、前方の佐々木らを警戒しつつも振り返り。,マスター！ もっとこちらへ！,,2+12,エリエル,low,人名『エリエル』要確認(用語集未収載)
296,page_103.png,佐々木問う。佐々木、エリエル、佐々木の方を見て。,君たち、前にも会ったことあるよね？,,3,佐々木、エリエル,low,話者名『佐々木(?)』要確認。action・dialogue内の人名判読困難
297,page_104.png,佐々木を下から見る位体（アングル）。PAN UP,「なんか知り合いかえ？」,,3,佐々木、二人静,medium,1カットが2コマにまたがる（上コマ・下コマ）。dialog話者名は判読困難だが二人静の口調
298,page_104.png,佐々木 あっと思い出し,「あっ…」,,4+18,佐々木,medium,time欄『4+18』と読む
299,page_104.png,,「いえ、知り合いという訳では…」,,3,佐々木,medium,話者名は丸囲みだが判読困難、佐々木の応答
300,page_104.png,鱗粉,Bもしくは君に鱗粉を吹き込んだのは彼等ですか？,,4+12,,low,dialog話者名『二人静』らしき丸囲み。セリフは判読困難、要確認。time欄『4+12』
301,page_105.png,星崎 キリッて座る,「ッ…！」,,4+18,星崎,medium,action冒頭の人名は『星崎』と判読
302,page_105.png,佐々木,「まぁ、それはそうしてます」,,2,佐々木,medium,dialogueの話者は丸囲み『佐々木』
303,page_105.png,佐々木らの会話の間。ずっと黙ってた 阿久津 裸足の足 もぞもぞ 踏み替え(いらだち) 星崎に近づいて阿久津,「あぁ、やはりゆ…」 「タッ…」 「タッ…」,,3+12,阿久津、星崎,low,303〜304に跨る複数コマを統合。dialogueの丸囲みは『阿久津(off)』および『B』の話者記号。SE的な『タッ』を含むが判読不確実。崩し字多く要確認
304,page_105.png,星崎に近づいて阿久津 / お隣さん、顔を上げる,「タッ…」,,3,阿久津、星崎、お隣さん,low,303と連続する芝居。action・dialogueとも崩れが激しく要確認 ｜ ページ最初のコマは丸番号なし＝前ページ最後のカット304の続き。dialogue欄は判読困難なため空
305,page_106.png,静かに問う PAN UP,「シートを爆破したのは、貴方たちの仲間ですよね?」,,6+12,お隣さん,medium,2コマにまたがる(305＋番号なし続きコマのPAN UP)。話者は丸囲み『お隣さん』
306,page_106.png,お隣さん、寂しい笑いを浮かべ,「素直に答えたら、助かるとか見逃してくれる?」,,4+12,お隣さん,medium,
307,page_106.png,お隣さん、静かに歩ける,「無理に答えなくても構いません。」,,3+12,お隣さん,low,action・dialogue共に崩し字で判読困難。話者は丸囲み『お隣さん』
308,page_107.png,お隣さんから出るヤバイ感を感じて。ジワっと寄る 3ペドン。,ただ…,,3,お隣さん,medium,action欄は崩し字多く一部推測。time欄はコマ1の丸囲み3。308と309の2コマ(picture0/1)を統合。
309,page_107.png,緊張感が走る 比売神,比売神「…！」,,2,比売神,low,人名『比売神』は用語集候補になく手書き推測。要確認。dialogue欄の丸囲みは話者名『比売神』か。
310,page_107.png,挙動して見せる目。お隣さん視点で佐々木にのみフォーカス。,,,2,お隣さん、佐々木,medium,action崩し字多く推測。『佐々木』は用語集の主人公名に一致。
311,page_107.png,× 心配そうに見ている佐々木,,,2,佐々木,medium,action冒頭に×印状の記述あり。崩し字推測。
312,page_108.png,"外灯の下
かたきた
コピーの群れ",,,2,,medium,3行目『コピーの群れ』は判読やや不確実
313,page_108.png,"魚眼レンズ
お隣さん
つぶ ゆがめ
猫背みたいな
笑みで（赤で消し）
PAN T.B.","お隣さん
（微笑み）
フ〜〜〜
「苦しんで
いただきますが」",,2,お隣さん,low,コマ1〜4は同一カット313として統合。全体に赤バツが入っており削除指示の可能性あり（コマ1・2の絵に赤の大バツ）。action欄『笑みで』は赤で抹消。dialogue『フ〜〜〜』『？』等は判読困難。コマ4はEND表記。人名『お隣さん』は要確認
